pres_trial	stimulus	type	latency
21	Picture	WM	383355.0
21	Picture	rG	384248.0
21	Response	1	384456.992
22	Sound	correct	384577.192
22	Response	255	385036.992
23	Picture	nonWM	385056.0
23	Picture	gC	386368.0
23	Picture	gP	386728.0
23	Picture	X	387089.0
23	Picture	gZ	387449.0
23	Picture	T	387809.0
23	Picture	Y	388170.0
23	Picture	J	388530.0
23	Picture	B	388891.0
23	Picture	WM	389251.0
23	Picture	rH	390098.0
23	Response	255	390290.992
24	Sound	correct	390410.192
24	Response	1	390988.992
25	Picture	nonWM	391007.0
25	Picture	P	392319.0
25	Picture	gY	392679.0
25	Picture	R	393039.0
25	Picture	T	393400.0
25	Picture	B	393760.0
25	Picture	G	394120.0
25	Picture	V	394481.0
25	Picture	M	394841.0
25	Picture	WM	395202.0
25	Picture	rP	395972.0
25	Response	1	396162.992
26	Sound	correct	396282.192
26	Response	1	397296.992
27	Picture	nonWM	397314.0
27	Picture	gD	398625.0
27	Picture	gC	398986.0
27	Picture	R	399346.0
27	Picture	gG	399706.0
27	Picture	Z	400067.0
27	Picture	gX	400427.0
27	Picture	gL	400787.0
27	Picture	K	401148.0
27	Picture	WM	401508.0
27	Picture	rK	402359.0
27	Response	1	402562.992
28	Sound	correct	402682.192
28	Response	1	404098.992
29	Picture	nonWM	404115.0
29	Picture	gG	405426.0
29	Picture	L	405787.0
29	Picture	X	406147.0
29	Picture	gP	406507.0
29	Picture	gH	406868.0
29	Picture	gM	407228.0
29	Picture	N	407588.0
29	Picture	gR	407949.0
29	Picture	WM	408309.0
29	Picture	rZ	409047.0
29	Response	255	409233.992
30	Sound	correct	409353.192
30	Response	1	409885.992
31	Picture	nonWM	409901.0
31	Picture	D	411213.0
31	Picture	Q	411573.0
31	Picture	G	411934.0
31	Picture	gM	412294.0
31	Picture	P	412654.0
31	Picture	gV	413015.0
31	Picture	gF	413375.0
31	Picture	T	413736.0
31	Picture	WM	414096.0
31	Picture	rB	414674.0
31	Response	1	414954.992
32	Sound	wrong	415074.192
32	Response	255	415969.992
33	Picture	nonWM	415986.0
33	Picture	J	417298.0
33	Picture	T	417658.0
33	Picture	L	418018.0
33	Picture	X	418379.0
33	Picture	S	418739.0
33	Picture	G	419099.0
33	Picture	Q	419460.0
33	Picture	gR	419820.0
33	Picture	WM	420181.0
33	Picture	rY	420847.0
33	Response	255	421018.992
34	Sound	correct	421138.192
34	Response	1	421657.992
35	Picture	nonWM	421677.0
35	Picture	gZ	422988.0
35	Picture	gC	423349.0
35	Picture	R	423709.0
35	Picture	F	424069.0
35	Picture	Q	424430.0
35	Picture	V	424790.0
35	Picture	P	425150.0
35	Picture	gN	425511.0
35	Picture	WM	425871.0
35	Picture	rF	426827.0
35	Response	1	427016.992
36	Sound	correct	427136.192
36	Response	255	427701.992
37	Picture	nonWM	427719.0
37	Picture	H	429031.0
37	Picture	B	429391.0
37	Picture	Q	429751.0
37	Picture	gK	430112.0
37	Picture	S	430472.0
37	Picture	R	430833.0
37	Picture	gT	431193.0
37	Picture	gJ	431553.0
37	Picture	WM	431914.0
37	Picture	rQ	432794.0
37	Response	1	432941.992
38	Sound	correct	433061.192
38	Response	1	434477.992
39	Picture	nonWM	434495.0
39	Picture	Y	435807.0
39	Picture	S	436167.0
39	Picture	N	436527.0
39	Picture	M	436888.0
39	Picture	F	437248.0
39	Picture	Q	437608.0
39	Picture	H	437969.0
39	Picture	gW	438329.0
39	Picture	WM	438690.0
39	Picture	rN	439360.0
39	Response	1	439565.992
40	Sound	correct	439685.192
40	Response	255	440139.992
41	Picture	nonWM	440156.0
41	Picture	J	441468.0
41	Picture	S	441828.0
41	Picture	Y	442189.0
41	Picture	gT	442549.0
41	Picture	gP	442909.0
41	Picture	F	443270.0
41	Picture	gM	443630.0
41	Picture	K	443990.0
41	Picture	WM	444351.0
41	Picture	rV	444942.0
41	Response	255	445155.992
42	Sound	correct	445275.192
42	Response	1	445484.992
43	Picture	nonWM	445503.0
43	Picture	L	446815.0
43	Picture	F	447175.0
43	Picture	gM	447536.0
43	Picture	gJ	447896.0
43	Picture	K	448256.0
43	Picture	gN	448617.0
43	Picture	R	448977.0
43	Picture	H	449337.0
43	Picture	WM	449698.0
43	Picture	rG	450632.0
43	Response	255	450816.992
44	Sound	correct	450936.192
44	Response	1	451726.992
45	Picture	nonWM	451743.0
45	Picture	gJ	453054.0
45	Picture	T	453415.0
45	Picture	V	453775.0
45	Picture	D	454135.0
45	Picture	X	454496.0
45	Picture	G	454856.0
45	Picture	N	455217.0
45	Picture	R	455577.0
45	Picture	WM	455937.0
45	Picture	rR	456838.0
45	Response	1	456999.992
46	Sound	correct	457119.192
46	Response	255	457236.992
47	Picture	nonWM	457253.0
47	Picture	gH	458565.0
47	Picture	M	458925.0
47	Picture	gW	459286.0
47	Picture	gN	459646.0
47	Picture	G	460006.0
47	Picture	gB	460367.0
47	Picture	T	460727.0
47	Picture	gL	461087.0
47	Picture	WM	461448.0
47	Picture	rT	462022.0
47	Response	1	462153.992
48	Sound	correct	462273.192
48	Response	1	464032.992
49	Picture	nonWM	464050.0
49	Picture	V	465362.0
49	Picture	W	465722.0
49	Picture	gQ	466082.0
49	Picture	S	466443.0
49	Picture	gT	466803.0
49	Picture	Z	467163.0
49	Picture	K	467524.0
49	Picture	gX	467884.0
49	Picture	WM	468245.0
49	Picture	rW	469049.0
49	Response	1	469272.992
50	Sound	correct	469392.192
50	Response	255	469983.992
1	Picture	nonWM	472592.0
1	Picture	L	473904.0
1	Picture	C	474264.0
1	Picture	gZ	474625.0
1	Picture	M	474985.0
1	Picture	T	475346.0
1	Picture	B	475706.0
1	Picture	G	476066.0
1	Picture	K	476431.0
1	Picture	WM	476791.0
1	Picture	rD	477621.0
1	Response	255	477792.992
2	Sound	correct	477912.192
2	Response	1	478168.992
3	Picture	nonWM	478187.0
3	Picture	gJ	479498.0
3	Picture	Q	479859.0
3	Picture	gK	480219.0
3	Picture	F	480580.0
3	Picture	Z	480940.0
3	Picture	W	481300.0
3	Picture	gM	481661.0
3	Picture	H	482021.0
3	Picture	WM	482381.0
3	Picture	rB	483136.0
3	Response	255	483282.992
4	Sound	correct	483402.192
4	Response	1	483658.992
5	Picture	nonWM	483676.0
5	Picture	K	484988.0
5	Picture	gC	485348.0
5	Picture	gZ	485708.0
5	Picture	M	486069.0
5	Picture	L	486429.0
5	Picture	gF	486790.0
5	Picture	G	487150.0
5	Picture	Y	487510.0
5	Picture	WM	487871.0
5	Picture	rL	488847.0
5	Response	1	489036.992
6	Sound	correct	489156.192
6	Response	255	489306.992
7	Picture	nonWM	489325.0
7	Picture	gD	490636.0
7	Picture	gN	490997.0
7	Picture	gK	491357.0
7	Picture	H	491718.0
7	Picture	gJ	492078.0
7	Picture	C	492438.0
7	Picture	gB	492799.0
7	Picture	M	493159.0
7	Picture	WM	493520.0
7	Picture	rS	494328.0
7	Response	255	494513.992
8	Sound	correct	494633.192
8	Response	1	494836.992
9	Picture	nonWM	494856.0
9	Picture	gS	496168.0
9	Picture	gT	496528.0
9	Picture	gG	496889.0
9	Picture	N	497249.0
9	Picture	W	497609.0
9	Picture	J	497970.0
9	Picture	gF	498330.0
9	Picture	gH	498691.0
9	Picture	WM	499055.0
9	Picture	rN	499994.0
9	Response	1	500168.992
10	Sound	correct	500288.192
10	Response	255	500412.992
11	Picture	nonWM	500430.0
11	Picture	Z	501741.0
11	Picture	N	502102.0
11	Picture	K	502462.0
11	Picture	G	502822.0
11	Picture	B	503183.0
11	Picture	M	503543.0
11	Picture	Y	503903.0
11	Picture	gR	504264.0
11	Picture	WM	504624.0
11	Picture	rK	505445.0
11	Response	1	505573.992
12	Sound	correct	505693.192
12	Response	255	506634.992
13	Picture	nonWM	506652.0
13	Picture	F	507964.0
13	Picture	W	508324.0
13	Picture	C	508685.0
13	Picture	gR	509045.0
13	Picture	N	509405.0
13	Picture	Q	509766.0
13	Picture	H	510126.0
13	Picture	S	510486.0
13	Picture	WM	510847.0
13	Picture	rJ	511895.0
13	Response	255	512177.992
14	Sound	correct	512297.192
14	Response	1	512579.992
15	Picture	nonWM	512598.0
15	Picture	K	513910.0
15	Picture	gG	514270.0
15	Picture	D	514631.0
15	Picture	H	514991.0
15	Picture	R	515351.0
15	Picture	T	515712.0
15	Picture	V	516072.0
15	Picture	N	516433.0
15	Picture	WM	516793.0
15	Picture	rD	517459.0
15	Response	1	517667.992
16	Sound	correct	517787.192
16	Response	255	518142.992
17	Picture	nonWM	518159.0
17	Picture	gY	519471.0
17	Picture	T	519831.0
17	Picture	gW	520192.0
17	Picture	gN	520552.0
17	Picture	gJ	520912.0
17	Picture	V	521273.0
17	Picture	Z	521633.0
17	Picture	gC	521993.0
17	Picture	WM	522354.0
17	Picture	rB	523351.0
17	Response	255	523520.992
18	Sound	correct	523640.192
18	Response	1	523876.992
19	Picture	nonWM	523896.0
19	Picture	V	525208.0
19	Picture	L	525568.0
19	Picture	S	525928.0
19	Picture	gM	526289.0
19	Picture	R	526649.0
19	Picture	gD	527009.0
19	Picture	N	527370.0
19	Picture	gQ	527730.0
19	Picture	WM	528090.0
19	Picture	rK	528677.0
19	Response	255	528878.992
20	Sound	correct	528998.192
20	Response	1	529247.992
21	Picture	nonWM	529264.0
21	Picture	M	530575.0
21	Picture	R	530936.0
21	Picture	L	531296.0
21	Picture	gX	531657.0
21	Picture	gG	532017.0
21	Picture	W	532377.0
21	Picture	F	532738.0
21	Picture	gD	533098.0
21	Picture	WM	533458.0
21	Picture	rF	534062.0
