pres_trial	stimulus	type	latency	event_type	task_role	letter
29	Picture	rZ	409047.0	show_letter	probe	Z
29	Response	255	409233.992	response	unknown	n/a
30	Sound	correct	409353.192	sound_beep	correct_feedback	n/a
30	Response	1	409885.992	right_click	in_group	n/a
31	Picture	nonWM	409901.0	show_cross	ready	n/a
31	Picture	D	411213.0	show_letter	target	D
31	Picture	Q	411573.0	show_letter	target	Q
31	Picture	G	411934.0	show_letter	target	G
31	Picture	gM	412294.0	show_letter	non_target	M
31	Picture	P	412654.0	show_letter	target	P
31	Picture	gV	413015.0	show_letter	non_target	V
31	Picture	gF	413375.0	show_letter	non_target	F
31	Picture	T	413736.0	show_letter	target	T
31	Picture	WM	414096.0	show_dash	work_memory	n/a
31	Picture	rB	414674.0	show_letter	probe	B
31	Response	1	414954.992	right_click	in_group	n/a
32	Sound	wrong	415074.192	sound_buzz	incorrect_feedback	n/a
32	Response	255	415969.992	response	unknown	n/a
33	Picture	nonWM	415986.0	show_cross	ready	n/a
33	Picture	J	417298.0	show_letter	target	J
33	Picture	T	417658.0	show_letter	target	T
33	Picture	L	418018.0	show_letter	target	L
33	Picture	X	418379.0	show_letter	target	X
33	Picture	S	418739.0	show_letter	target	S
33	Picture	G	419099.0	show_letter	target	G
33	Picture	Q	419460.0	show_letter	target	Q
33	Picture	gR	419820.0	show_letter	non_target	R
33	Picture	WM	420181.0	show_dash	work_memory	n/a
33	Picture	rY	420847.0	show_letter	probe	Y
33	Response	255	421018.992	response	unknown	n/a
34	Sound	correct	421138.192	sound_beep	correct_feedback	n/a
34	Response	1	421657.992	right_click	in_group	n/a
35	Picture	nonWM	421677.0	show_cross	ready	n/a
35	Picture	gZ	422988.0	show_letter	non_target	Z
35	Picture	gC	423349.0	show_letter	non_target	C
35	Picture	R	423709.0	show_letter	target	R
35	Picture	F	424069.0	show_letter	target	F
35	Picture	Q	424430.0	show_letter	target	Q
35	Picture	V	424790.0	show_letter	target	V
35	Picture	P	425150.0	show_letter	target	P
35	Picture	gN	425511.0	show_letter	non_target	N
35	Picture	WM	425871.0	show_dash	work_memory	n/a
35	Picture	rF	426827.0	show_letter	probe	F
35	Response	1	427016.992	right_click	in_group	n/a
36	Sound	correct	427136.192	sound_beep	correct_feedback	n/a
36	Response	255	427701.992	response	unknown	n/a
37	Picture	nonWM	427719.0	show_cross	ready	n/a
37	Picture	H	429031.0	show_letter	target	H
37	Picture	B	429391.0	show_letter	target	B
37	Picture	Q	429751.0	show_letter	target	Q
37	Picture	gK	430112.0	show_letter	non_target	K
37	Picture	S	430472.0	show_letter	target	S
37	Picture	R	430833.0	show_letter	target	R
37	Picture	gT	431193.0	show_letter	non_target	T
37	Picture	gJ	431553.0	show_letter	non_target	J
37	Picture	WM	431914.0	show_dash	work_memory	n/a
37	Picture	rQ	432794.0	show_letter	probe	Q
37	Response	1	432941.992	right_click	in_group	n/a
38	Sound	correct	433061.192	sound_beep	correct_feedback	n/a
38	Response	1	434477.992	right_click	in_group	n/a
39	Picture	nonWM	434495.0	show_cross	ready	n/a
39	Picture	Y	435807.0	show_letter	target	Y
39	Picture	S	436167.0	show_letter	target	S
39	Picture	N	436527.0	show_letter	target	N
39	Picture	M	436888.0	show_letter	target	M
39	Picture	F	437248.0	show_letter	target	F
39	Picture	Q	437608.0	show_letter	target	Q
39	Picture	H	437969.0	show_letter	target	H
39	Picture	gW	438329.0	show_letter	non_target	W
39	Picture	WM	438690.0	show_dash	work_memory	n/a
39	Picture	rN	439360.0	show_letter	probe	N
39	Response	1	439565.992	right_click	in_group	n/a
40	Sound	correct	439685.192	sound_beep	correct_feedback	n/a
40	Response	255	440139.992	response	unknown	n/a
41	Picture	nonWM	440156.0	show_cross	ready	n/a
41	Picture	J	441468.0	show_letter	target	J
41	Picture	S	441828.0	show_letter	target	S
41	Picture	Y	442189.0	show_letter	target	Y
41	Picture	gT	442549.0	show_letter	non_target	T
41	Picture	gP	442909.0	show_letter	non_target	P
41	Picture	F	443270.0	show_letter	target	F
41	Picture	gM	443630.0	show_letter	non_target	M
41	Picture	K	443990.0	show_letter	target	K
41	Picture	WM	444351.0	show_dash	work_memory	n/a
41	Picture	rV	444942.0	show_letter	probe	V
41	Response	255	445155.992	response	unknown	n/a
42	Sound	correct	445275.192	sound_beep	correct_feedback	n/a
42	Response	1	445484.992	right_click	in_group	n/a
43	Picture	nonWM	445503.0	show_cross	ready	n/a
43	Picture	L	446815.0	show_letter	target	L
43	Picture	F	447175.0	show_letter	target	F
43	Picture	gM	447536.0	show_letter	non_target	M
43	Picture	gJ	447896.0	show_letter	non_target	J
43	Picture	K	448256.0	show_letter	target	K
43	Picture	gN	448617.0	show_letter	non_target	N
43	Picture	R	448977.0	show_letter	target	R
43	Picture	H	449337.0	show_letter	target	H
43	Picture	WM	449698.0	show_dash	work_memory	n/a
43	Picture	rG	450632.0	show_letter	probe	G
43	Response	255	450816.992	response	unknown	n/a
44	Sound	correct	450936.192	sound_beep	correct_feedback	n/a
44	Response	1	451726.992	right_click	in_group	n/a
45	Picture	nonWM	451743.0	show_cross	ready	n/a
45	Picture	gJ	453054.0	show_letter	non_target	J
45	Picture	T	453415.0	show_letter	target	T
45	Picture	V	453775.0	show_letter	target	V
45	Picture	D	454135.0	show_letter	target	D
45	Picture	X	454496.0	show_letter	target	X
45	Picture	G	454856.0	show_letter	target	G
45	Picture	N	455217.0	show_letter	target	N
45	Picture	R	455577.0	show_letter	target	R
45	Picture	WM	455937.0	show_dash	work_memory	n/a
45	Picture	rR	456838.0	show_letter	probe	R
45	Response	1	456999.992	right_click	in_group	n/a
46	Sound	correct	457119.192	sound_beep	correct_feedback	n/a
46	Response	255	457236.992	response	unknown	n/a
47	Picture	nonWM	457253.0	show_cross	ready	n/a
47	Picture	gH	458565.0	show_letter	non_target	H
47	Picture	M	458925.0	show_letter	target	M
47	Picture	gW	459286.0	show_letter	non_target	W
47	Picture	gN	459646.0	show_letter	non_target	N
47	Picture	G	460006.0	show_letter	target	G
47	Picture	gB	460367.0	show_letter	non_target	B
47	Picture	T	460727.0	show_letter	target	T
47	Picture	gL	461087.0	show_letter	non_target	L
47	Picture	WM	461448.0	show_dash	work_memory	n/a
47	Picture	rT	462022.0	show_letter	probe	T
47	Response	1	462153.992	right_click	in_group	n/a
48	Sound	correct	462273.192	sound_beep	correct_feedback	n/a
48	Response	1	464032.992	right_click	in_group	n/a
49	Picture	nonWM	464050.0	show_cross	ready	n/a
49	Picture	V	465362.0	show_letter	target	V
49	Picture	W	465722.0	show_letter	target	W
49	Picture	gQ	466082.0	show_letter	non_target	Q
49	Picture	S	466443.0	show_letter	target	S
49	Picture	gT	466803.0	show_letter	non_target	T
49	Picture	Z	467163.0	show_letter	target	Z
49	Picture	K	467524.0	show_letter	target	K
49	Picture	gX	467884.0	show_letter	non_target	X
49	Picture	WM	468245.0	show_dash	work_memory	n/a
49	Picture	rW	469049.0	show_letter	probe	W
49	Response	1	469272.992	right_click	in_group	n/a
50	Sound	correct	469392.192	sound_beep	correct_feedback	n/a
50	Response	255	469983.992	response	unknown	n/a
1	Picture	nonWM	472592.0	show_cross	ready	n/a
1	Picture	L	473904.0	show_letter	target	L
1	Picture	C	474264.0	show_letter	target	C
1	Picture	gZ	474625.0	show_letter	non_target	Z
1	Picture	M	474985.0	show_letter	target	M
1	Picture	T	475346.0	show_letter	target	T
1	Picture	B	475706.0	show_letter	target	B
1	Picture	G	476066.0	show_letter	target	G
1	Picture	K	476431.0	show_letter	target	K
1	Picture	WM	476791.0	show_dash	work_memory	n/a
1	Picture	rD	477621.0	show_letter	probe	D
1	Response	255	477792.992	response	unknown	n/a
2	Sound	correct	477912.192	sound_beep	correct_feedback	n/a
2	Response	1	478168.992	right_click	in_group	n/a
3	Picture	nonWM	478187.0	show_cross	ready	n/a
3	Picture	gJ	479498.0	show_letter	non_target	J
3	Picture	Q	479859.0	show_letter	target	Q
3	Picture	gK	480219.0	show_letter	non_target	K
3	Picture	F	480580.0	show_letter	target	F
3	Picture	Z	480940.0	show_letter	target	Z
3	Picture	W	481300.0	show_letter	target	W
3	Picture	gM	481661.0	show_letter	non_target	M
3	Picture	H	482021.0	show_letter	target	H
3	Picture	WM	482381.0	show_dash	work_memory	n/a
3	Picture	rB	483136.0	show_letter	probe	B
3	Response	255	483282.992	response	unknown	n/a
4	Sound	correct	483402.192	sound_beep	correct_feedback	n/a
4	Response	1	483658.992	right_click	in_group	n/a
5	Picture	nonWM	483676.0	show_cross	ready	n/a
5	Picture	K	484988.0	show_letter	target	K
5	Picture	gC	485348.0	show_letter	non_target	C
5	Picture	gZ	485708.0	show_letter	non_target	Z
5	Picture	M	486069.0	show_letter	target	M
5	Picture	L	486429.0	show_letter	target	L
5	Picture	gF	486790.0	show_letter	non_target	F
5	Picture	G	487150.0	show_letter	target	G
5	Picture	Y	487510.0	show_letter	target	Y
5	Picture	WM	487871.0	show_dash	work_memory	n/a
5	Picture	rL	488847.0	show_letter	probe	L
5	Response	1	489036.992	right_click	in_group	n/a
6	Sound	correct	489156.192	sound_beep	correct_feedback	n/a
6	Response	255	489306.992	response	unknown	n/a
7	Picture	nonWM	489325.0	show_cross	ready	n/a
7	Picture	gD	490636.0	show_letter	non_target	D
7	Picture	gN	490997.0	show_letter	non_target	N
7	Picture	gK	491357.0	show_letter	non_target	K
7	Picture	H	491718.0	show_letter	target	H
7	Picture	gJ	492078.0	show_letter	non_target	J
7	Picture	C	492438.0	show_letter	target	C
7	Picture	gB	492799.0	show_letter	non_target	B
7	Picture	M	493159.0	show_letter	target	M
7	Picture	WM	493520.0	show_dash	work_memory	n/a
7	Picture	rS	494328.0	show_letter	probe	S
7	Response	255	494513.992	response	unknown	n/a
8	Sound	correct	494633.192	sound_beep	correct_feedback	n/a
8	Response	1	494836.992	right_click	in_group	n/a
9	Picture	nonWM	494856.0	show_cross	ready	n/a
9	Picture	gS	496168.0	show_letter	non_target	S
9	Picture	gT	496528.0	show_letter	non_target	T
9	Picture	gG	496889.0	show_letter	non_target	G
9	Picture	N	497249.0	show_letter	target	N
9	Picture	W	497609.0	show_letter	target	W
9	Picture	J	497970.0	show_letter	target	J
9	Picture	gF	498330.0	show_letter	non_target	F
9	Picture	gH	498691.0	show_letter	non_target	H
9	Picture	WM	499055.0	show_dash	work_memory	n/a
9	Picture	rN	499994.0	show_letter	probe	N
9	Response	1	500168.992	right_click	in_group	n/a
10	Sound	correct	500288.192	sound_beep	correct_feedback	n/a
10	Response	255	500412.992	response	unknown	n/a
11	Picture	nonWM	500430.0	show_cross	ready	n/a
11	Picture	Z	501741.0	show_letter	target	Z
11	Picture	N	502102.0	show_letter	target	N
11	Picture	K	502462.0	show_letter	target	K
11	Picture	G	502822.0	show_letter	target	G
11	Picture	B	503183.0	show_letter	target	B
11	Picture	M	503543.0	show_letter	target	M
11	Picture	Y	503903.0	show_letter	target	Y
11	Picture	gR	504264.0	show_letter	non_target	R
11	Picture	WM	504624.0	show_dash	work_memory	n/a
11	Picture	rK	505445.0	show_letter	probe	K
11	Response	1	505573.992	right_click	in_group	n/a
12	Sound	correct	505693.192	sound_beep	correct_feedback	n/a
12	Response	255	506634.992	response	unknown	n/a
13	Picture	nonWM	506652.0	show_cross	ready	n/a
13	Picture	F	507964.0	show_letter	target	F
13	Picture	W	508324.0	show_letter	target	W
13	Picture	C	508685.0	show_letter	target	C
13	Picture	gR	509045.0	show_letter	non_target	R
13	Picture	N	509405.0	show_letter	target	N
13	Picture	Q	509766.0	show_letter	target	Q
13	Picture	H	510126.0	show_letter	target	H
13	Picture	S	510486.0	show_letter	target	S
13	Picture	WM	510847.0	show_dash	work_memory	n/a
13	Picture	rJ	511895.0	show_letter	probe	J
13	Response	255	512177.992	response	unknown	n/a
14	Sound	correct	512297.192	sound_beep	correct_feedback	n/a
14	Response	1	512579.992	right_click	in_group	n/a
15	Picture	nonWM	512598.0	show_cross	ready	n/a
15	Picture	K	513910.0	show_letter	target	K
15	Picture	gG	514270.0	show_letter	non_target	G
15	Picture	D	514631.0	show_letter	target	D
15	Picture	H	514991.0	show_letter	target	H
15	Picture	R	515351.0	show_letter	target	R
15	Picture	T	515712.0	show_letter	target	T
15	Picture	V	516072.0	show_letter	target	V
15	Picture	N	516433.0	show_letter	target	N
15	Picture	WM	516793.0	show_dash	work_memory	n/a
15	Picture	rD	517459.0	show_letter	probe	D
15	Response	1	517667.992	right_click	in_group	n/a
16	Sound	correct	517787.192	sound_beep	correct_feedback	n/a
16	Response	255	518142.992	response	unknown	n/a
17	Picture	nonWM	518159.0	show_cross	ready	n/a
17	Picture	gY	519471.0	show_letter	non_target	Y
17	Picture	T	519831.0	show_letter	target	T
17	Picture	gW	520192.0	show_letter	non_target	W
17	Picture	gN	520552.0	show_letter	non_target	N
17	Picture	gJ	520912.0	show_letter	non_target	J
17	Picture	V	521273.0	show_letter	target	V
17	Picture	Z	521633.0	show_letter	target	Z
17	Picture	gC	521993.0	show_letter	non_target	C
17	Picture	WM	522354.0	show_dash	work_memory	n/a
17	Picture	rB	523351.0	show_letter	probe	B
17	Response	255	523520.992	response	unknown	n/a
18	Sound	correct	523640.192	sound_beep	correct_feedback	n/a
18	Response	1	523876.992	right_click	in_group	n/a
19	Picture	nonWM	523896.0	show_cross	ready	n/a
19	Picture	V	525208.0	show_letter	target	V
19	Picture	L	525568.0	show_letter	target	L
19	Picture	S	525928.0	show_letter	target	S
19	Picture	gM	526289.0	show_letter	non_target	M
19	Picture	R	526649.0	show_letter	target	R
19	Picture	gD	527009.0	show_letter	non_target	D
19	Picture	N	527370.0	show_letter	target	N
19	Picture	gQ	527730.0	show_letter	non_target	Q
19	Picture	WM	528090.0	show_dash	work_memory	n/a
19	Picture	rK	528677.0	show_letter	probe	K
19	Response	255	528878.992	response	unknown	n/a
20	Sound	correct	528998.192	sound_beep	correct_feedback	n/a
20	Response	1	529247.992	right_click	in_group	n/a
21	Picture	nonWM	529264.0	show_cross	ready	n/a
21	Picture	M	530575.0	show_letter	target	M
21	Picture	R	530936.0	show_letter	target	R
21	Picture	L	531296.0	show_letter	target	L
21	Picture	gX	531657.0	show_letter	non_target	X
21	Picture	gG	532017.0	show_letter	non_target	G
21	Picture	W	532377.0	show_letter	target	W
21	Picture	F	532738.0	show_letter	target	F
21	Picture	gD	533098.0	show_letter	non_target	D
21	Picture	WM	533458.0	show_dash	work_memory	n/a
21	Picture	rF	534062.0	show_letter	probe	F
21	Response	1	534203.992	right_click	in_group	n/a
22	Sound	correct	534323.192	sound_beep	correct_feedback	n/a
22	Response	255	534421.992	response	unknown	n/a
23	Picture	nonWM	534439.0	show_cross	ready	n/a
23	Picture	R	535750.0	show_letter	target	R
23	Picture	gB	536111.0	show_letter	non_target	B
23	Picture	Y	536471.0	show_letter	target	Y
23	Picture	C	536832.0	show_letter	target	C
23	Picture	gQ	537192.0	show_letter	non_target	Q
23	Picture	gF	537552.0	show_letter	non_target	F
23	Picture	N	537913.0	show_letter	target	N
23	Picture	L	538273.0	show_letter	target	L
23	Picture	WM	538633.0	show_dash	work_memory	n/a
23	Picture	rZ	539317.0	show_letter	probe	Z
23	Response	255	539456.992	response	unknown	n/a
24	Sound	correct	539576.192	sound_beep	correct_feedback	n/a
24	Response	255	540168.992	response	unknown	n/a
25	Picture	nonWM	540188.0	show_cross	ready	n/a
25	Picture	P	541500.0	show_letter	target	P
25	Picture	L	541860.0	show_letter	target	L
25	Picture	H	542220.0	show_letter	target	H
25	Picture	K	542581.0	show_letter	target	K
25	Picture	B	542941.0	show_letter	target	B
25	Picture	Q	543302.0	show_letter	target	Q
25	Picture	gT	543662.0	show_letter	non_target	T
25	Picture	J	544022.0	show_letter	target	J
25	Picture	WM	544383.0	show_dash	work_memory	n/a
25	Picture	rH	545430.0	show_letter	probe	H
25	Response	1	545559.992	right_click	in_group	n/a
26	Sound	correct	545679.192	sound_beep	correct_feedback	n/a
26	Response	255	546805.992	response	unknown	n/a
27	Picture	nonWM	546822.0	show_cross	ready	n/a
27	Picture	G	548133.0	show_letter	target	G
27	Picture	gK	548493.0	show_letter	non_target	K
27	Picture	M	548854.0	show_letter	target	M
27	Picture	D	549214.0	show_letter	target	D
27	Picture	gR	549575.0	show_letter	non_target	R
27	Picture	gC	549935.0	show_letter	non_target	C
27	Picture	B	550295.0	show_letter	target	B
27	Picture	Y	550656.0	show_letter	target	Y
27	Picture	WM	551016.0	show_dash	work_memory	n/a
27	Picture	rY	551925.0	show_letter	probe	Y
27	Response	1	552084.992	right_click	in_group	n/a
28	Sound	correct	552204.192	sound_beep	correct_feedback	n/a
28	Response	255	552486.992	response	unknown	n/a
29	Picture	nonWM	552504.0	show_cross	ready	n/a
29	Picture	L	553815.0	show_letter	target	L
29	Picture	K	554176.0	show_letter	target	K
29	Picture	G	554536.0	show_letter	target	G
29	Picture	Z	554897.0	show_letter	target	Z
29	Picture	H	555257.0	show_letter	target	H
29	Picture	W	555617.0	show_letter	target	W
29	Picture	gM	555978.0	show_letter	non_target	M
29	Picture	D	556338.0	show_letter	target	D
29	Picture	WM	556699.0	show_dash	work_memory	n/a
29	Picture	rQ	557704.0	show_letter	probe	Q
29	Response	1	557851.992	right_click	in_group	n/a
30	Sound	wrong	557971.192	sound_buzz	incorrect_feedback	n/a
30	Response	255	558411.992	response	unknown	n/a
31	Picture	nonWM	558429.0	show_cross	ready	n/a
31	Picture	gD	559741.0	show_letter	non_target	D
31	Picture	gH	560101.0	show_letter	non_target	H
31	Picture	gG	560461.0	show_letter	non_target	G
31	Picture	C	560822.0	show_letter	target	C
31	Picture	S	561182.0	show_letter	target	S
31	Picture	N	561543.0	show_letter	target	N
31	Picture	gM	561903.0	show_letter	non_target	M
31	Picture	gF	562263.0	show_letter	non_target	F
31	Picture	WM	562624.0	show_dash	work_memory	n/a
31	Picture	rS	563608.0	show_letter	probe	S
31	Response	1	563776.992	right_click	in_group	n/a
32	Sound	correct	563896.192	sound_beep	correct_feedback	n/a
32	Response	255	564824.992	response	unknown	n/a
33	Picture	nonWM	564841.0	show_cross	ready	n/a
33	Picture	gS	566152.0	show_letter	non_target	S
33	Picture	G	566513.0	show_letter	target	G
33	Picture	gN	566873.0	show_letter	non_target	N
33	Picture	gB	567233.0	show_letter	non_target	B
33	Picture	L	567594.0	show_letter	target	L
33	Picture	gQ	567954.0	show_letter	non_target	Q
33	Picture	gZ	568314.0	show_letter	non_target	Z
33	Picture	P	568675.0	show_letter	target	P
33	Picture	WM	569035.0	show_dash	work_memory	n/a
33	Picture	rX	569890.0	show_letter	probe	X
33	Response	255	570043.992	response	unknown	n/a
34	Sound	correct	570163.192	sound_beep	correct_feedback	n/a
34	Response	1	570360.992	right_click	in_group	n/a
35	Picture	nonWM	570380.0	show_cross	ready	n/a
35	Picture	gF	571692.0	show_letter	non_target	F
35	Picture	S	572052.0	show_letter	target	S
35	Picture	gM	572413.0	show_letter	non_target	M
35	Picture	gD	572773.0	show_letter	non_target	D
35	Picture	Y	573133.0	show_letter	target	Y
35	Picture	N	573494.0	show_letter	target	N
35	Picture	gQ	573854.0	show_letter	non_target	Q
35	Picture	gK	574214.0	show_letter	non_target	K
35	Picture	WM	574575.0	show_dash	work_memory	n/a
35	Picture	rR	575321.0	show_letter	probe	R
35	Response	255	575547.992	response	unknown	n/a
36	Sound	correct	575667.192	sound_beep	correct_feedback	n/a
36	Response	1	575982.992	right_click	in_group	n/a
37	Picture	nonWM	576000.0	show_cross	ready	n/a
37	Picture	gM	577311.0	show_letter	non_target	M
37	Picture	V	577672.0	show_letter	target	V
37	Picture	G	578032.0	show_letter	target	G
37	Picture	F	578392.0	show_letter	target	F
37	Picture	gR	578753.0	show_letter	non_target	R
37	Picture	X	579113.0	show_letter	target	X
37	Picture	W	579473.0	show_letter	target	W
37	Picture	gY	579834.0	show_letter	non_target	Y
37	Picture	WM	580194.0	show_dash	work_memory	n/a
37	Picture	rJ	581007.0	show_letter	probe	J
37	Response	255	581201.992	response	unknown	n/a
38	Sound	correct	581321.192	sound_beep	correct_feedback	n/a
38	Response	1	581564.992	right_click	in_group	n/a
39	Picture	nonWM	581581.0	show_cross	ready	n/a
39	Picture	Y	582893.0	show_letter	target	Y
39	Picture	gV	583253.0	show_letter	non_target	V
39	Picture	F	583613.0	show_letter	target	F
39	Picture	R	583974.0	show_letter	target	R
39	Picture	C	584334.0	show_letter	target	C
39	Picture	Z	584695.0	show_letter	target	Z
39	Picture	Q	585055.0	show_letter	target	Q
39	Picture	D	585415.0	show_letter	target	D
39	Picture	WM	585776.0	show_dash	work_memory	n/a
39	Picture	rK	586802.0	show_letter	probe	K
39	Response	255	587008.992	response	unknown	n/a
40	Sound	correct	587128.192	sound_beep	correct_feedback	n/a
40	Response	1	587528.992	right_click	in_group	n/a
41	Picture	nonWM	587548.0	show_cross	ready	n/a
41	Picture	gQ	588860.0	show_letter	non_target	Q
41	Picture	gW	589220.0	show_letter	non_target	W
41	Picture	C	589581.0	show_letter	target	C
41	Picture	K	589941.0	show_letter	target	K
41	Picture	J	590301.0	show_letter	target	J
41	Picture	gP	590662.0	show_letter	non_target	P
41	Picture	V	591022.0	show_letter	target	V
41	Picture	M	591383.0	show_letter	target	M
41	Picture	WM	591743.0	show_dash	work_memory	n/a
41	Picture	rM	592506.0	show_letter	probe	M
41	Response	1	592629.992	right_click	in_group	n/a
42	Sound	correct	592749.192	sound_beep	correct_feedback	n/a
42	Response	255	592886.992	response	unknown	n/a
43	Picture	nonWM	592904.0	show_cross	ready	n/a
43	Picture	gZ	594215.0	show_letter	non_target	Z
43	Picture	M	594576.0	show_letter	target	M
43	Picture	gP	594936.0	show_letter	non_target	P
43	Picture	gN	595296.0	show_letter	non_target	N
43	Picture	F	595657.0	show_letter	target	F
43	Picture	L	596017.0	show_letter	target	L
43	Picture	gD	596378.0	show_letter	non_target	D
43	Picture	gH	596738.0	show_letter	non_target	H
43	Picture	WM	597098.0	show_dash	work_memory	n/a
43	Picture	rJ	597698.0	show_letter	probe	J
43	Response	255	597902.992	response	unknown	n/a
44	Sound	correct	598022.192	sound_beep	correct_feedback	n/a
44	Response	1	598271.992	right_click	in_group	n/a
45	Picture	nonWM	598288.0	show_cross	ready	n/a
45	Picture	H	599600.0	show_letter	target	H
45	Picture	W	599960.0	show_letter	target	W
45	Picture	gZ	600321.0	show_letter	non_target	Z
45	Picture	gQ	600681.0	show_letter	non_target	Q
45	Picture	gF	601042.0	show_letter	non_target	F
45	Picture	T	601402.0	show_letter	target	T
45	Picture	S	601762.0	show_letter	target	S
45	Picture	M	602123.0	show_letter	target	M
45	Picture	WM	602483.0	show_dash	work_memory	n/a
45	Picture	rB	603187.0	show_letter	probe	B
45	Response	255	603431.992	response	unknown	n/a
46	Sound	correct	603551.192	sound_beep	correct_feedback	n/a
46	Response	1	603939.992	right_click	in_group	n/a
47	Picture	nonWM	603958.0	show_cross	ready	n/a
47	Picture	Z	605270.0	show_letter	target	Z
47	Picture	P	605630.0	show_letter	target	P
47	Picture	W	605990.0	show_letter	target	W
47	Picture	Q	606351.0	show_letter	target	Q
47	Picture	gB	606711.0	show_letter	non_target	B
47	Picture	G	607071.0	show_letter	target	G
47	Picture	J	607432.0	show_letter	target	J
47	Picture	M	607792.0	show_letter	target	M
47	Picture	WM	608152.0	show_dash	work_memory	n/a
47	Picture	rV	608764.0	show_letter	probe	V
47	Response	255	608981.992	response	unknown	n/a
48	Sound	correct	609101.192	sound_beep	correct_feedback	n/a
48	Response	1	610457.992	right_click	in_group	n/a
49	Picture	nonWM	610474.0	show_cross	ready	n/a
49	Picture	gZ	611786.0	show_letter	non_target	Z
49	Picture	K	612146.0	show_letter	target	K
49	Picture	gH	612507.0	show_letter	non_target	H
49	Picture	P	612867.0	show_letter	target	P
49	Picture	C	613227.0	show_letter	target	C
49	Picture	gS	613588.0	show_letter	non_target	S
49	Picture	gV	613948.0	show_letter	non_target	V
49	Picture	gX	614308.0	show_letter	non_target	X
49	Picture	WM	614669.0	show_dash	work_memory	n/a
49	Picture	rC	615444.0	show_letter	probe	C
49	Response	1	615604.992	right_click	in_group	n/a
50	Sound	correct	615724.192	sound_beep	correct_feedback	n/a
50	Response	255	616224.992	response	unknown	n/a
